metabolite,estimate_trt_(Intercept),estimate_trt_trtlive,estimate_trt_genotypeR500,estimate_trt_trtlive:genotypeR500,p.value_trt_trtlive,p.value_trt_genotypeR500,p.value_trt_trtlive:genotypeR500,estimate_leaf_(Intercept),estimate_leaf_value_scale,p.value_leaf_value_scale,tissue,FDR_trt_trtlive,FDR_trt_genotypeR500,FDR_trt_trtlive:genotypeR500,FDR_leaf_value_scale,sig.both
met_per_mg_root_inositol-4-monophosphate,5.680072098309504,15.6819751431782,-3.40958372838164,-13.82496925427551,0.002999218019019017,0.4713896788683949,0.048148355771919005,0.08808717346176755,-0.1941303792667994,0.35517638384140027,root,0.1459371218646493,0.6549408253607981,0.6646356117815407,0.5798620878019449,FALSE
met_per_mg_root_hypoxanthine,37.83797728309928,127.60660210052076,-27.67908868798117,-129.5148698120544,0.1605305439610371,0.7551845747670597,0.3080635299665124,0.08808717346176757,-0.31867430591416684,0.12239859004181003,root,0.3469561011365349,0.8154140193803835,0.6646356117815407,0.3989287379140475,FALSE
met_per_mg_root_hydroxylamine,4152.539301349602,-1061.021861036014,-3321.72765291059,877.5241479378826,0.1650357530983046,2.1295040146419365e-4,0.4093238218655132,0.08808717346176759,-0.16840894344579357,0.423655739296401,root,0.3469561011365349,0.009369817664424521,0.6646356117815407,0.6318933060692082,FALSE
met_per_mg_root_hydroxycarbamate NIST,55.791071071784195,9.215630117699959,-47.59224820649563,-5.7754037040216755,0.6779751232660695,0.041706303491547025,0.853754357657997,0.08808717346176755,-0.10621358360969993,0.6154282101913469,root,0.7648950108642835,0.2621539076611527,0.8997650715437574,0.7758979605896423,FALSE
met_per_mg_root_homoserine,8.55653407189792,10.209349569477,-6.591750431854961,-9.966496578918786,0.10732078370407325,0.2892637158005318,0.25817306273931556,0.08808717346176755,-0.19526066262978778,0.35232524997155923,root,0.3106206958678099,0.5343720870527046,0.6646356117815407,0.5798620878019449,FALSE
met_per_mg_root_homoglutamine,10.833971163123588,16.161769467665916,-7.50172338239429,-15.786930530524142,0.030506442313038156,0.2927028521454806,0.12348398149530238,0.08808717346176753,0.07713930656985378,0.71561572908706,root,0.3106206958678099,0.5343720870527046,0.6646356117815407,0.8231919497994937,FALSE
met_per_mg_root_homocystine,24.88938077167372,10.934657055457663,-20.423044337681297,-7.68373693271554,0.38940399956808924,0.11595457436967267,0.6666734801765576,0.08808717346176756,-0.32917326781960465,0.10986952412710219,root,0.5439293962220929,0.33446808835370073,0.7953555385602441,0.3989287379140475,FALSE
met_per_mg_root_hexose-6-phosphate,10.40207090522997,17.683089216912716,-8.261640900497223,-12.612709472816842,0.02032571464227735,0.2527945551861762,0.21824673615090587,0.08808717346176752,0.17147433019337172,0.4151385273384245,root,0.27517890592621647,0.5025394861906026,0.6646356117815407,0.6244818872783138,FALSE
met_per_mg_root_heptadecanoic acid,45.92797358102298,15.480618400247405,-35.66554296713293,-14.843677986702978,0.502750611774792,0.1315432036975212,0.6485419831136493,0.08808717346176756,-0.32383411094193854,0.11611756556905893,root,0.6365763141896646,0.33933119936716266,0.7871957864000156,0.3989287379140475,FALSE
met_per_mg_root_guanosine,7.4723807027122815,24.218673243162808,-4.920311699430095,-23.758079894107627,0.04321362753911573,0.6656944344985293,0.14992679712557666,0.08808717346176753,-0.32043635409922105,0.12022652429928601,root,0.3106206958678099,0.7683233251494277,0.6646356117815407,0.3989287379140475,FALSE
met_per_mg_root_guanine,171.6182052400841,541.9910677665516,-139.61724287323602,-519.0661121537743,0.1484528971690344,0.7027074622121376,0.3208993378481195,0.08808717346176753,-0.4943283241775943,0.0123000764627782,root,0.33932090781493573,0.7919276023252408,0.6646356117815407,0.33387160407201105,FALSE
met_per_mg_root_glycyl tyrosine,5.292691037365693,87.41303043051431,-3.4665074612017,-85.68454479688944,0.09453926454036496,0.9452003101570303,0.23794031935824372,0.08808717346176755,-0.18319095213014105,0.3834648865324297,root,0.3106206958678099,0.956721531659083,0.6646356117815407,0.6025876788366753,FALSE
met_per_mg_root_glycolic acid,33.95349109383885,13.675464444631897,-27.732190271193755,-13.23331321589563,0.3068303613243578,0.04609124240702202,0.4813273800518276,0.08808717346176756,-0.11250337585055611,0.594532108295027,root,0.47370301397444714,0.2715608222999202,0.7068334202290159,0.7741765962099125,FALSE
met_per_mg_root_glycine,1237.9713578339997,157.8226337112802,-1056.176450372104,-147.05033776305717,0.7216089098147425,0.025251209421561442,0.814234333231551,0.08808717346176759,-0.34855933530836125,0.08925094185727538,root,0.7937698007962167,0.1709312637767236,0.8760827192446282,0.3831259943141577,FALSE
met_per_mg_root_glycerol-alpha-phosphate,33.69847972103991,44.42627210194882,-27.949563817409004,-26.454398892987562,0.004607851206923,0.05852283827660209,0.19435908986482558,0.08808717346176755,0.0010875252968886194,0.9959081668136525,root,0.1459371218646493,0.2715608222999202,0.6646356117815407,0.9959081668136525,FALSE
met_per_mg_root_glycerol-3-galactoside,235.78780952054802,-7.7358228866979655,-213.8849093877844,13.706414718034063,0.9195169512355124,0.010365321145131357,0.8992710087661039,0.08808717346176755,0.10435832132212401,0.6216486012200092,root,0.9409010663805243,0.086871262930624707,0.9310099855460842,0.7759585376930611,FALSE
met_per_mg_root_glycerol,2211.330662804413,3050.1122414242454,-1787.3018610700497,-2705.8071090166886,0.16357761773202945,0.40673681919593185,0.3750723168425367,0.08808717346176753,-0.37005729263522597,0.06993345606889878,root,0.3469561011365349,0.6279445629691579,0.6646356117815407,0.37297843236746014,FALSE
met_per_mg_root_glyceric acid,5924.706250006524,4326.21895812516,-862.5997910521621,-3871.9093466724944,0.28041575472723734,0.8271764777744912,0.49071322246842775,0.08808717346176753,0.10589828018448505,0.6164835753810194,root,0.44866520756357975,0.8665658338589909,0.7085683646012632,0.7758979605896423,FALSE
met_per_mg_root_glutamine,503.2697737871121,3797.87409228449,-251.07834606760719,-3756.914471520768,0.043674674141379745,0.888222199976797,0.1476443337862259,0.08808717346176753,-0.2993401954091649,0.14813157683141295,root,0.3106206958678099,0.9250124686148892,0.6646356117815407,0.4339131283835974,FALSE
met_per_mg_root_glutamic acid,1779.4387221179288,2017.1316984747448,-1575.945782976063,-1549.8624037356794,0.05875527420396468,0.13303325429735355,0.2890999220999459,0.08808717346176752,-0.2576525418740984,0.2161822277592621,root,0.3106206958678099,0.33933119936716266,0.6646356117815407,0.4529532391146444,FALSE
met_per_mg_root_glucose-6-phosphate,26.085255397019846,64.53429162849727,-20.00894122819701,-39.89875207643121,0.004124380038974539,0.32742946945197227,0.17231432282868822,0.08808717346176753,0.2650356949889056,0.20282715142252447,root,0.1459371218646493,0.556236465978349,0.6646356117815407,0.4522516968769237,FALSE
met_per_mg_root_glucose-1-phosphate,96.33101682389143,82.9800698512734,-67.61284768852646,-74.30792498316012,0.04532690480269398,0.09730610031758109,0.19151521639971503,0.08808717346176755,0.029475782424336308,0.8894276988350239,root,0.3106206958678099,0.32312969162064664,0.6646356117815407,0.9317813987795489,FALSE
met_per_mg_root_glucose,790.9357888298268,2472.488766066431,-402.8153259832509,-2226.2477360758735,0.0952146752744379,0.7783311990085224,0.2780556393600946,0.08808717346176756,-0.26129226741065015,0.20952682130213224,root,0.3106206958678099,0.8302199456090906,0.6646356117815407,0.4522516968769237,FALSE
met_per_mg_root_gluconic acid lactone,51.55676317578953,37.36032261924127,-15.851274202543575,-25.656111313222556,0.3706061887979972,0.7016635380713568,0.6612611268362925,0.08808717346176756,-0.3562941926612852,0.0818888097471567,root,0.5379078056539252,0.7919276023252408,0.7953555385602441,0.3789136503936424,FALSE
met_per_mg_root_gluconic acid,280.78963860103187,64.04815118683335,-179.69777557790553,-104.5512581047625,0.6418241588998774,0.20007143330289429,0.591669054326817,0.08808717346176752,-0.5152004215490082,0.008599609406520645,root,0.7335133244570027,0.4514432341193512,0.7478693141180655,0.33387160407201105,FALSE
met_per_mg_root_glucoheptulose,54.58852045250041,25.637745284392377,-45.34717568733759,-20.54245817351615,0.2883479452923504,0.0680056222088794,0.5435526913047812,0.08808717346176753,-0.10568688456439546,0.6171915595599428,root,0.4547933477288051,0.2847769643149636,0.7358867205357038,0.7758979605896423,FALSE
met_per_mg_root_galactonic acid,56.58858257850315,151.55524784411466,26.109159324294307,-207.34264328690773,0.08083960557918353,0.7546925228740478,0.0904687321673834,0.08808717346176756,-0.4097676525415907,0.04281514385295779,root,0.3106206958678099,0.8154140193803835,0.6646356117815407,0.36105153495246134,FALSE
met_per_mg_root_galactinol,1728.4505393344964,2234.290809493799,-1329.09860598641,-2250.9847258864397,0.0412063543301693,0.20905056537451933,0.1357548116552376,0.08808717346176755,0.05958718399742214,0.7785179791463926,root,0.3106206958678099,0.45423332723352344,0.6646356117815407,0.856369777061032,FALSE
met_per_mg_root_fumaric acid,8158.236694529211,1333.6348736209854,-6336.307542729944,-243.98461538293992,0.608800358265438,0.02261583590744273,0.9470398727601792,0.08808717346176753,-0.043459995372776006,0.8375392564528699,root,0.7049267306231387,0.1592154847883968,0.957925388539032,0.8933752068830612,FALSE
met_per_mg_root_fucose,102.22801859921219,101.98543839726587,-82.6967040161717,-92.65348697637471,0.22417432849981714,0.32124426635662795,0.4298324381590649,0.08808717346176756,-0.3489831375020158,0.08883516633299636,root,0.39920327094031627,0.556236465978349,0.6646356117815407,0.3831259943141577,FALSE
met_per_mg_root_fructose-6-phosphate,15.12627509709087,30.877881487317495,-11.976698231781107,-19.551389184427357,0.004975129154476681,0.23518774568632683,0.17307376802544686,0.08808717346176759,0.3113575768526923,0.13172324982053227,root,0.1459371218646493,0.492774324295161,0.6646356117815407,0.40672442049848556,FALSE
met_per_mg_root_fructose,34971.21607679379,51521.616372494485,-25219.94415999012,-46499.80652211808,0.12616705354275495,0.4438051045678467,0.32058019244211405,0.08808717346176752,-0.23244154996062394,0.26615449438096533,root,0.3172200203360696,0.6476494561444784,0.6646356117815407,0.5263279888882011,FALSE
met_per_mg_root_ferulic acid,5.785224363320621,10.646148146793662,-4.255735173478814,-10.607082377393654,0.05198988157106134,0.41854031341635833,0.16097325871170282,0.08808717346176755,-0.16282829168581414,0.43940291401376375,root,0.3106206958678099,0.6357159221223863,0.6646356117815407,0.6498732173648943,FALSE
met_per_mg_root_ethanolamine,11194.127596420974,18056.925959803142,-9535.387453729385,-16290.582174590967,0.11686266776284862,0.3970389695804796,0.3082468623519685,0.08808717346176759,-0.31664340233739935,0.1249372709140021,root,0.3106206958678099,0.6252781574389615,0.6646356117815407,0.3990322514205494,FALSE
met_per_mg_root_erythrose,5.999950833786105,1.7888919368145466,-3.5803030041922463,-2.113186611980187,0.40018326083359157,0.10078533948160177,0.48103830142752346,0.08808717346176756,-0.056350375239511134,0.7902798691723775,root,0.5502519836461884,0.3253786712911585,0.7068334202290159,0.86390842841204,FALSE
met_per_mg_root_erythronic acid lactone,33.88322323726356,-6.480733575903204,-31.737950162708806,6.941035957897195,0.5954392658549443,0.015618879366984842,0.6871425509590083,0.08808717346176756,-0.13479823926122725,0.5230261226651827,root,0.7022435740160795,0.11951838124301445,0.7982928386354541,0.7364207807125771,FALSE
met_per_mg_root_erythronic acid,15.099156235429284,4.583274958129483,-13.142904509804605,-4.989848878982317,0.602493066343341,0.1447850742448982,0.6880462467854913,0.08808717346176755,-0.026900855853009466,0.899036585542238,root,0.7022435740160795,0.364031043815744,0.7982928386354541,0.9362747873102597,FALSE
met_per_mg_root_erythritol,31.346900947852998,2395.205445848342,-23.31517668750942,-2391.7845064117664,0.16727302693185891,0.9890080288017865,0.32366397423448257,0.08808717346176756,-0.0846635125049598,0.6891654104207028,root,0.3469561011365349,0.9890080288017865,0.6646356117815407,0.808620748226958,FALSE
met_per_mg_root_epsilon-caprolactam,86.1400691669269,31.875533688177697,-76.18838208620997,-31.303350608790353,0.5388993114669924,0.15068801951085112,0.6688217028802053,0.08808717346176755,-0.29096763587062113,0.16038901327369656,root,0.6565865156834277,0.37353649906915204,0.7953555385602441,0.43428409747954766,FALSE
met_per_mg_root_dihydroxyacetone,38.70280288480489,17.344760368644945,-30.70672795614366,-18.697689089000868,0.37882681770240567,0.1267644474604212,0.5005639459672169,0.08808717346176752,-0.18985851140388363,0.36607384097576623,root,0.5379078056539252,0.33929472290233625,0.7135563232709314,0.5910917065296776,FALSE
met_per_mg_root_dehydroascorbic acid,41.918646120223634,192.175982046832,-5.89330480406136,-171.81711159310254,0.057283754918144,0.9512856138655654,0.2168036804175386,0.08808717346176755,-0.06286907907934783,0.7666402445395659,root,0.3106206958678099,0.956721531659083,0.6646356117815407,0.848608069427444,FALSE
met_per_mg_root_dehydroabietic acid,15.765833671961705,4.9327819078604644,-11.399890956179858,-6.405914436405099,0.3778131231668108,0.05014918685679099,0.4173040562796031,0.08808717346176752,-0.2629302246227936,0.20657725154533135,root,0.5379078056539252,0.2715608222999202,0.6646356117815407,0.4522516968769237,FALSE
met_per_mg_root_cyano-l-alanine,334.3411737046397,-250.0295364066599,-298.34423534779074,232.6762981065493,0.005922924130996111,0.001506663395509303,0.05632057088006062,0.08808717346176757,-0.3858804497595792,0.05788771267595346,root,0.1489192352936165,0.03457637682259679,0.6646356117815407,0.36105153495246134,FALSE
met_per_mg_root_cyanoalanine,319.34786893462126,-243.8478441007611,-288.442950549457,231.08914583744718,5.939519412990192e-4,1.0476468192503664e-4,0.012930839356961805,0.08808717346176752,-0.434181024581281,0.030786514091043007,root,0.05226777083431369,0.008605944472189408,0.6646356117815407,0.33387160407201105,FALSE
met_per_mg_root_coniferin NIST,4.121134900684538,1.2665434902044372,10.21777549575655,13.917005273228247,0.9319557018756918,0.4934820659105281,0.509381455997822,0.08808717346176753,0.09833425059739825,0.6420184999557468,root,0.9426678363800102,0.6579760878807042,0.7135563232709314,0.7821208978739946,FALSE
met_per_mg_root_citric acid,24228.547172023933,62015.182125906686,-22421.243394043442,-59649.5485613057,0.05643200029227054,0.47259934557284866,0.1836636612793733,0.08808717346176752,-0.2616044436612668,0.20896249150404536,root,0.3106206958678099,0.6549408253607981,0.6646356117815407,0.4522516968769237,FALSE
met_per_mg_root_citramalic acid,36.58918681735387,-21.259773394823963,-35.285674513039275,21.441992014605685,0.03261409319295703,0.0010945291110464048,0.11717308099519752,0.08808717346176755,-0.11005627492335675,0.6026261004588523,root,0.3106206958678099,0.03457637682259679,0.6646356117815407,0.7741765962099125,FALSE
met_per_mg_root_cis-sinapinic acid,3.08277104804403,0.6053911558886115,-2.312674671208005,-0.6198845898133096,0.46635726791499976,0.010190735322420073,0.5967385862467626,0.08808717346176755,-0.01677085164948625,0.9369602399832186,root,0.603733474639659,0.086871262930624707,0.7478693141180655,0.970029424923803,FALSE
met_per_mg_root_cis-caffeic acid,18.666397215076085,13.631224131519126,-13.989221240657091,-12.531649653204136,0.09961671191652618,0.09160311817300283,0.2749281568645743,0.08808717346176755,-0.04850331937052088,0.8189747674668477,root,0.3106206958678099,0.3179685125369066,0.6646356117815407,0.8842917734611362,FALSE
met_per_mg_root_chlorogenic acid,5.048437723642576,-0.20592477234253756,-3.6254980440833253,-0.25520824520593466,0.8799910278488264,0.014010202744650502,0.8947321431809244,0.08808717346176756,-0.17719256786763654,0.3995046653694929,root,0.9131775184243801,0.11208162195720402,0.9310099855460842,0.6167791325002697,FALSE
met_per_mg_root_cellobiose,189.28011662632915,-80.52297530903094,-18.705542372709164,-56.71793600675659,0.5668930664461386,0.8937574186888693,0.7747963287036062,0.08808717346176755,0.06880151374168124,0.7453002833247477,root,0.6741431060440567,0.9253017981720059,0.851493555162882,0.8452294531544038,FALSE
met_per_mg_root_capric acid,9.36365375704458,5.35074180759043,-6.824258900563845,-5.940331284937422,0.3176198578428959,0.20596815448224998,0.43050261217667984,0.08808717346176755,-0.15782097413685717,0.45379392523387085,root,0.481905991209911,0.45312993986094996,0.6646356117815407,0.6546535314849284,FALSE
met_per_mg_root_butyrolactam NIST,526.1580642010579,980.592348215363,-423.84987248027824,-1009.3146055789936,0.16777116827129845,0.5431065170571809,0.30995107265914157,0.08808717346176755,-0.17557052321477953,0.40390555182706744,root,0.3469561011365349,0.6926575869714771,0.6646356117815407,0.6181511054049033,FALSE
met_per_mg_root_beta-sitosterol,340.8536236743382,17.288611523512657,-234.77917760139385,-58.01135040817344,0.8833409555773919,0.057176371397536035,0.7280554618949359,0.08808717346176757,-0.21998678885421483,0.2933635646003244,root,0.9131775184243801,0.2715608222999202,0.8242696573584661,0.5378332017672615,FALSE
met_per_mg_root_beta-gentiobiose,32.912507978947666,49.03129800208224,-18.479266876385182,-47.83454515662291,0.1695353676008068,0.5971113053265622,0.33728669412718837,0.08808717346176755,-0.49244864662990145,0.012689358337865896,root,0.3469561011365349,0.7180224841758612,0.6646356117815407,0.33387160407201105,FALSE
met_per_mg_root_beta-alanine,551.1907128214124,406.7428201937741,-474.4486071748756,-350.8662786672084,0.17649884763046836,0.11782398567005366,0.40286696347212725,0.08808717346176752,-0.336923778974539,0.10124411469985384,root,0.35441831637612353,0.33446808835370073,0.6646356117815407,0.3959769819372061,FALSE
met_per_mg_root_benzoic acid,129.6538321417227,69.37580760918111,-95.96517287363162,-82.24477657225847,0.4126699817769738,0.26077672017667425,0.491166707280421,0.08808717346176757,-0.2718189085567643,0.19106001509370066,root,0.5556050458361845,0.5099633639010518,0.7085683646012632,0.4424547717959384,FALSE
met_per_mg_root_aspartic acid,2489.7128631442943,7974.892671445933,-2140.533114347087,-7516.234951274801,0.06081169492775273,0.5997119612150659,0.200400904547186,0.08808717346176759,-0.3643279662974164,0.07473680113198089,root,0.3106206958678099,0.7180224841758612,0.6646356117815407,0.3789136503936424,FALSE
met_per_mg_root_asparagine,101.4479397296714,381.4085570450542,-80.73863727717301,-367.6134832159098,0.08777025176472332,0.7079573749871095,0.23539795954071335,0.08808717346176752,-0.4412448626212873,0.027864002105652416,root,0.3106206958678099,0.7919276023252408,0.6646356117815407,0.33387160407201105,FALSE
met_per_mg_root_aminomalonate,58.54020165857134,-43.62439652009308,-56.11035773263632,43.705049550445814,0.010646472919884305,0.0016937271713393163,0.05977026974814641,0.08808717346176755,0.047059583846689054,0.8242799782497848,root,0.17034356671814888,0.03457637682259679,0.6646356117815407,0.884593147390013,FALSE
met_per_mg_root_alpha-ketoglutarate,575.5527159548432,161.80046923955385,-475.74780050738315,-122.31505857066206,0.2515338610184517,0.002406320442449725,0.5350619328213136,0.08808717346176757,0.21464152769523678,0.3055540949733535,root,0.4262903842606068,0.0385011270791956,0.732224732602674,0.549429638487469,FALSE
met_per_mg_root_alpha-aminoadipic acid,10.050382783500243,5.035096874399004,-6.413716494882271,-4.93531535662246,0.18264944619188206,0.09394524234044968,0.35006311703276016,0.08808717346176755,-0.0014628377801385027,0.9944960651078942,root,0.3601218650271284,0.3179685125369066,0.6646356117815407,0.9959081668136525,FALSE
met_per_mg_root_allantoic acid,26.587979788197867,-4.914846361550067,-22.28126649858115,6.519248630234413,0.7307853599358737,0.12936286277533804,0.7468587759383358,0.08808717346176753,-0.1971395202786941,0.347615756090918,root,0.7988709524764831,0.33933119936716266,0.8372429590136758,0.5798620878019449,FALSE
met_per_mg_root_alanine-alanine,43.68265509167342,235.2531625617337,-34.71140886432652,-228.02824924450923,0.10160189367908186,0.8026956832499151,0.2533371608346438,0.08808717346176755,-0.38219498103174643,0.060538523323730234,root,0.3106206958678099,0.8510508448914763,0.6646356117815407,0.36105153495246134,FALSE
met_per_mg_root_alanine,4568.497820240091,7078.240583212064,-3812.128990791813,-6657.365672357029,0.15984322501864537,0.440927704139194,0.34317724419562734,0.08808717346176753,-0.38128361771945907,0.06120822441978907,root,0.3469561011365349,0.6476494561444784,0.6646356117815407,0.36105153495246134,FALSE
met_per_mg_root_adenosine,78.52072077698887,-8.45088803358799,-76.72516917340346,13.706032834670143,0.8394917712615062,0.077219109794073,0.816349806568858,0.08808717346176755,0.05144380078432659,0.8081935846146735,root,0.8847338427666174,0.2985495587161073,0.8760827192446282,0.878037474643102,FALSE
met_per_mg_root_adenine,888.9163881783893,1988.0052987035378,-709.3255093089751,-1876.3325935579555,0.09737147015609311,0.5419053642609224,0.2594274310428078,0.08808717346176753,-0.356923469143863,0.08131065278436049,root,0.3106206958678099,0.6926575869714771,0.6646356117815407,0.3789136503936424,FALSE
