name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,over_represented_padjust,value
leaf.voom5.module.signedhybrid_antiquewhite4,cold_root_FC_down,1.378086108341513e-4,0.9999335355724094,41,3632,0.00633919609837096,NA
leaf.voom5.module.signedhybrid_bisque4,plusMg_shoot_FC_up,3.5625849646251807e-134,1,385,3281,1.638789083727583e-132,NA
leaf.voom5.module.signedhybrid_bisque4,minusMg_shoot_FC_up,1.2719868144201901e-129,1,523,6519,2.9255696731664373e-128,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_shoot_FC_up,4.072041981350247e-93,1,339,3401,6.243797704737046e-92,NA
leaf.voom5.module.signedhybrid_bisque4,minusK_root_FC_up,1.021376308746446e-66,1,190,1525,1.174582755058413e-65,NA
leaf.voom5.module.signedhybrid_bisque4,cold_root_FC_up,1.546116726580235e-61,1,214,2073,1.4224273884538162e-60,NA
leaf.voom5.module.signedhybrid_bisque4,heat_root_FC_down,7.860206423019381e-46,1,267,3584,6.026158257648192e-45,NA
leaf.voom5.module.signedhybrid_bisque4,plusMg_root_FC_down,3.5579642414122487e-38,1,102,825,2.338090787213763e-37,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_root_FC_up,2.2927062674787526e-30,1,204,3188,1.3183061038002827e-29,NA
leaf.voom5.module.signedhybrid_bisque4,minusFe_root_FC_up,4.55907966521489e-29,1,143,1826,2.3301962733320547e-28,NA
leaf.voom5.module.signedhybrid_bisque4,cold_shoot_FC_up,1.452178127240688e-28,1,197,3013,6.680019385307164e-28,NA
leaf.voom5.module.signedhybrid_bisque4,minusMg_root_FC_up,2.0042848863810432e-14,1,69,854,8.103346463462139e-14,NA
leaf.voom5.module.signedhybrid_bisque4,heat_shoot_FC_down,2.1139164687292534e-14,1,156,2756,8.103346463462139e-14,NA
leaf.voom5.module.signedhybrid_bisque4,minusMn_root_FC_up,8.74117091324993e-9,1,41,527,3.09302970776536e-8,NA
leaf.voom5.module.signedhybrid_bisque4,plusIAA_seedlings_FC_up,2.904956894707306e-5,0.9999925294452866,16,193,9.544858368324006e-5,NA
leaf.voom5.module.signedhybrid_bisque4,plusAl_shoot_FC_up,9.323208567112544e-5,0.9999711345637687,18,218,2.859117293914514e-4,NA
leaf.voom5.module.signedhybrid_bisque4,minusCa_root_FC_up,1.1804488979358648e-4,0.99996576217789,16,190,3.393790581565611e-4,NA
leaf.voom5.module.signedhybrid_bisque4,plusAl_root_FC_up,2.533689199265207e-4,0.9999330831900307,13,132,6.855864892129385e-4,NA
leaf.voom5.module.signedhybrid_bisque4,minusN_root_FC_up,0.004147855511694622,0.9970266108961385,99,2560,0.010600075196552922,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_root_FC_down,0.005556956619144824,0.9966118853403783,43,969,0.013453684446350627,NA
leaf.voom5.module.signedhybrid_brown,minusPi_shoot_FC_down,1.1910728791482775e-169,1,313,2081,5.478935244082076e-168,NA
leaf.voom5.module.signedhybrid_brown,minusMg_shoot_FC_up,7.889326175748746e-154,1,492,6519,1.8145450204222117e-152,NA
leaf.voom5.module.signedhybrid_brown,cold_shoot_FC_up,5.59029624043112e-8,1,110,3013,8.571787568661051e-7,NA
leaf.voom5.module.signedhybrid_brown,heat_shoot_FC_up,1.843786697730065e-4,0.9999010120339593,50,1266,0.0021203547023895745,NA
leaf.voom5.module.signedhybrid_brown4,heat_shoot_FC_down,5.127688701576925e-4,0.9997958799834895,23,2756,0.023587368027253853,NA
leaf.voom5.module.signedhybrid_coral1,minusMg_shoot_FC_up,1.1442694110500706e-47,1,242,6519,5.263639290830325e-46,NA
leaf.voom5.module.signedhybrid_coral1,minusPi_shoot_FC_down,4.592575958181443e-43,1,121,2081,1.0562924703817319e-41,NA
leaf.voom5.module.signedhybrid_coral1,cold_shoot_FC_up,2.6751263204532175e-35,1,142,3013,4.101860358028267e-34,NA
leaf.voom5.module.signedhybrid_coral1,heat_shoot_FC_up,4.161134744942163e-15,1,55,1266,4.7853049566834873e-14,NA
leaf.voom5.module.signedhybrid_coral2,minusMg_shoot_FC_up,1.6493694347752038e-16,1,211,6519,7.587099399965938e-15,NA
leaf.voom5.module.signedhybrid_coral2,cold_root_FC_down,3.047998744228899e-4,0.9998024960255502,95,3632,0.005718926289757288,NA
leaf.voom5.module.signedhybrid_coral2,cold_shoot_FC_up,4.1753618452876145e-4,0.9997372762199507,79,3013,0.005718926289757288,NA
leaf.voom5.module.signedhybrid_coral2,plusMg_root_FC_down,4.972979382397642e-4,0.9997647099435221,31,825,0.005718926289757288,NA
leaf.voom5.module.signedhybrid_cyan,minusMg_shoot_FC_down,3.0253924213409214e-121,1,637,5491,1.391680513816824e-119,NA
leaf.voom5.module.signedhybrid_cyan,cold_shoot_FC_down,1.9985843278683624e-34,1,291,3215,4.596743954097234e-33,NA
leaf.voom5.module.signedhybrid_cyan,plusMg_shoot_FC_down,1.1407776266898523e-30,1,197,1863,1.7491923609244403e-29,NA
leaf.voom5.module.signedhybrid_cyan,heat_shoot_FC_down,1.5913518454568265e-18,1,238,2756,1.8300546222753505e-17,NA
leaf.voom5.module.signedhybrid_cyan,cold_root_FC_down,4.382580260109243e-10,1,212,3632,4.031973839300503e-9,NA
leaf.voom5.module.signedhybrid_cyan,minusMn_root_FC_down,8.190771580856321e-7,0.9999997228685485,70,1115,6.27959154532318e-6,NA
leaf.voom5.module.signedhybrid_cyan,minusPi_shoot_FC_up,7.875320755676738e-5,0.9999433147124867,198,3401,5.175210782301856e-4,NA
leaf.voom5.module.signedhybrid_cyan,cold_shoot_FC_up,5.039084148788707e-4,0.999633665451427,158,3013,0.0028974733855535065,NA
leaf.voom5.module.signedhybrid_cyan,minusFe_root_FC_down,0.0011382216872380779,0.9991755212656956,134,2785,0.005817577512550175,NA
leaf.voom5.module.signedhybrid_cyan,heat_root_FC_down,0.005514375757220516,0.9956209606207002,196,3584,0.02536612848321437,NA
