name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,over_represented_padjust,value
leaf.voom5.module.signedhybrid_antiquewhite4,cold_root_FC_down,1.3050946680537686e-4,0.9999372244179968,41,3620,0.006003435473047335,NA
leaf.voom5.module.signedhybrid_bisque4,plusMg_shoot_FC_up,5.304328363298907e-134,1,384,3268,2.4399910471174972e-132,NA
leaf.voom5.module.signedhybrid_bisque4,minusMg_shoot_FC_up,2.2080487333110224e-129,1,522,6505,5.078512086615352e-128,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_shoot_FC_up,4.492781895776401e-93,1,338,3384,6.888932240190482e-92,NA
leaf.voom5.module.signedhybrid_bisque4,minusK_root_FC_up,9.528285541079715e-67,1,189,1510,1.0957528372241672e-65,NA
leaf.voom5.module.signedhybrid_bisque4,cold_root_FC_up,8.536841120159227e-61,1,212,2059,7.853893830546488e-60,NA
leaf.voom5.module.signedhybrid_bisque4,heat_root_FC_down,2.4883555043095387e-45,1,265,3563,1.9077392199706463e-44,NA
leaf.voom5.module.signedhybrid_bisque4,plusMg_root_FC_down,7.560901404426253e-38,1,101,817,4.9685923514801086e-37,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_root_FC_up,3.0706436891291927e-30,1,203,3173,1.765620121249286e-29,NA
leaf.voom5.module.signedhybrid_bisque4,cold_shoot_FC_up,1.0499641074999654e-28,1,197,3005,5.366483216110934e-28,NA
leaf.voom5.module.signedhybrid_bisque4,minusFe_root_FC_up,1.8584626050295665e-28,1,141,1811,8.548927983136006e-28,NA
leaf.voom5.module.signedhybrid_bisque4,minusMg_root_FC_up,1.0812954305098924e-14,1,69,843,4.5217808912231865e-14,NA
leaf.voom5.module.signedhybrid_bisque4,heat_shoot_FC_down,2.86577758604121e-14,1,155,2740,1.0985480746491306e-13,NA
leaf.voom5.module.signedhybrid_bisque4,minusMn_root_FC_up,7.3364778820727524e-9,1,41,524,2.59598448134882e-8,NA
leaf.voom5.module.signedhybrid_bisque4,plusIAA_seedlings_FC_up,2.6904153920798326e-5,0.999993127100358,16,192,8.839936288262307e-5,NA
leaf.voom5.module.signedhybrid_bisque4,minusCa_root_FC_up,8.538122387799836e-5,0.9999759533219652,16,185,2.6183575322586165e-4,NA
leaf.voom5.module.signedhybrid_bisque4,plusAl_shoot_FC_up,1.9839555295487067e-4,0.9999370497131365,17,211,5.703872147452532e-4,NA
leaf.voom5.module.signedhybrid_bisque4,plusAl_root_FC_up,6.419469926892514e-4,0.9998234748792328,12,128,0.001737033039041504,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_root_FC_down,0.004869631687674781,0.9970539416967155,43,960,0.012444614312946661,NA
leaf.voom5.module.signedhybrid_bisque4,minusN_root_FC_up,0.00517044881272345,0.9962693966773509,98,2552,0.012517928704488354,NA
leaf.voom5.module.signedhybrid_brown,minusPi_shoot_FC_down,3.596764986947754e-170,1,313,2074,1.6545118939959667e-168,NA
leaf.voom5.module.signedhybrid_brown,minusMg_shoot_FC_up,3.126381178991912e-154,1,492,6505,7.190676711681397e-153,NA
