name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,over_represented_padjust,value
leaf.voom5.module.signedhybrid_antiquewhite4,coldKilian_2013_root_FC_down,4.859972088480172e-5,0.9999786161242986,37,2739,0.0029159832530881035,NA
leaf.voom5.module.signedhybrid_bisque4,minusMg_Niu_2016_shoot_FC_up,2.7904734171164713e-209,1,576,4969,1.6742840502698827e-207,NA
leaf.voom5.module.signedhybrid_bisque4,plusMg_Niu_2016_shoot_FC_up,8.57766789071551e-202,1,422,2479,2.573300367214653e-200,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_3d_Liu_2016_shoot_FC_up,1.1354348742389322e-154,1,344,2071,2.2708697484778644e-153,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_1d_Liu_2016_shoot_FC_up,9.140992941550831e-115,1,283,1811,1.3711489412326247e-113,NA
leaf.voom5.module.signedhybrid_bisque4,minusFe_Kailasam2019_shoot_FC_up,4.084350513843713e-70,1,151,850,4.901220616612456e-69,NA
leaf.voom5.module.signedhybrid_bisque4,minusK_Nishida_2017_root_FC_up,4.651219844877906e-66,1,181,1291,4.6512198448779054e-65,NA
leaf.voom5.module.signedhybrid_bisque4,coldKilian_2013_root_FC_up,7.73064769556721e-46,1,160,1434,6.626269453343323e-45,NA
leaf.voom5.module.signedhybrid_bisque4,coldKilian_2013_shoot_FC_up,3.7364719006831997e-45,1,197,2108,2.8023539255124e-44,NA
leaf.voom5.module.signedhybrid_bisque4,plusMg_Niu_2016_root_FC_down,4.302639249681039e-36,1,97,745,2.868426166454026e-35,NA
leaf.voom5.module.signedhybrid_bisque4,heat_Kilian_2013_root_FC_down,2.5453125817758863e-34,1,208,2636,1.5271875490655319e-33,NA
leaf.voom5.module.signedhybrid_bisque4,minusFe_Kailasam2019_root_FC_up,6.778313412986919e-32,1,116,1093,3.6972618616292284e-31,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_3d_Liu_2016_root_FC_up,3.045326978228795e-29,1,157,2006,1.5226634891143977e-28,NA
leaf.voom5.module.signedhybrid_bisque4,plusAl_Ligaba-OSena_2017_shoot_FC_up,2.0822251426661824e-26,1,43,163,9.610269889228533e-26,NA
leaf.voom5.module.signedhybrid_bisque4,heat_Kilian_2013_shoot_FC_down,3.8167268782329923e-26,1,156,1900,1.6357400906712824e-25,NA
leaf.voom5.module.signedhybrid_bisque4,minusMg_Niu_2016_root_FC_up,1.9656609286502805e-16,1,69,737,7.862643714601122e-16,NA
leaf.voom5.module.signedhybrid_bisque4,plusIAA_Nemhauser_2006_seedlings_FC_up,2.644577655748152e-7,0.9999999546080515,16,115,9.917166209055571e-7,NA
leaf.voom5.module.signedhybrid_bisque4,minusCa_Nishida_2017_root_FC_up,6.920352253902426e-7,0.9999998392371025,20,176,2.442477266083209e-6,NA
leaf.voom5.module.signedhybrid_bisque4,minusMn_Rodriguez-Celma_2016_root_FC_up,1.0525665782948399e-6,0.9999995881674593,43,625,3.5085552609827997e-6,NA
leaf.voom5.module.signedhybrid_bisque4,plusAl_Ligaba-OSena_2017_root_FC_up,9.937131249634614e-6,0.9999978402809326,15,120,3.138041447253036e-5,NA
leaf.voom5.module.signedhybrid_bisque4,minusFe_Kim2019_shoot_FC_up,1.4999145066747897e-5,0.9999975973424093,11,67,4.499743520024369e-5,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_1d_Liu_2016_shoot_FC_down,3.918848345707302e-5,0.9999818376557461,41,701,1.1196709559163719e-4,NA
leaf.voom5.module.signedhybrid_bisque4,minusP_Nishida_2017_root_FC_up,9.621792177131932e-5,0.9999539437878872,40,663,2.6241251392178e-4,NA
leaf.voom5.module.signedhybrid_bisque4,minusN_Nishida_2017_root_FC_up,1.5651922011034703e-4,0.9998982968305922,104,2313,4.08311008983514e-4,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_1d_Liu_2016_root_FC_up,2.111057490682452e-4,0.9998918259107475,43,834,5.27764372670613e-4,NA
leaf.voom5.module.signedhybrid_bisque4,coldKilian_2013_shoot_FC_down,4.476644064801302e-4,0.9997038159928242,97,2179,0.0010743945755523124,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_1d_Liu_2016_root_FC_down,9.524689609764474e-4,0.9996081941139415,21,308,0.0021980052945610325,NA
leaf.voom5.module.signedhybrid_bisque4,minusFe_Kim2019_root_FC_up,0.0024928839251806157,0.9993536075984945,9,88,0.005539742055956924,NA
leaf.voom5.module.signedhybrid_bisque4,heat_Kilian_2013_shoot_FC_up,0.0031636109686425315,0.9981852437347787,39,837,0.006779166361376853,NA
leaf.voom5.module.signedhybrid_bisque4,minusN_Nishida_2017_root_FC_down,0.012874030802377878,0.990921345139989,68,1753,0.026635925798023197,NA
leaf.voom5.module.signedhybrid_brown,minusPi_3d_Liu_2016_shoot_FC_down,4.2038809780597836e-268,1,313,1116,2.52232858683587e-266,NA
leaf.voom5.module.signedhybrid_brown,minusMg_Niu_2016_shoot_FC_up,3.459227460721325e-232,1,510,4969,1.0377682382163974e-230,NA
leaf.voom5.module.signedhybrid_brown,coldKilian_2013_shoot_FC_up,1.5242318682426314e-16,1,105,2108,3.048463736485263e-15,NA
leaf.voom5.module.signedhybrid_brown,heat_Kilian_2013_shoot_FC_up,5.548138969600781e-10,1,49,837,8.322208454401173e-9,NA
leaf.voom5.module.signedhybrid_brown,heat_Kilian_2013_root_FC_down,1.2114365210692107e-7,1,90,2636,1.4537238252830529e-6,NA
leaf.voom5.module.signedhybrid_brown,plusMg_Niu_2016_shoot_FC_down,8.282099842406137e-6,0.9999959100553516,60,1640,8.282099842406137e-5,NA
leaf.voom5.module.signedhybrid_brown4,heat_Kilian_2013_shoot_FC_down,7.405499333412817e-5,0.9999750017244073,22,1900,0.004443299600047691,NA
leaf.voom5.module.signedhybrid_brown4,heat_Kilian_2013_root_FC_down,0.0010137299048402835,0.9995831028983819,22,2636,0.030411897145208505,NA
leaf.voom5.module.signedhybrid_coral1,minusPi_3d_Liu_2016_shoot_FC_down,2.5639705605688706e-70,1,129,1116,1.5383823363413223e-68,NA
leaf.voom5.module.signedhybrid_coral1,minusMg_Niu_2016_shoot_FC_up,3.5004846109375374e-65,1,252,4969,1.0501453832812613e-63,NA
leaf.voom5.module.signedhybrid_coral1,coldKilian_2013_shoot_FC_up,1.5158283961646233e-43,1,138,2108,3.0316567923292466e-42,NA
leaf.voom5.module.signedhybrid_coral1,heat_Kilian_2013_shoot_FC_up,3.2181285033878014e-19,1,54,837,4.827192755081702e-18,NA
leaf.voom5.module.signedhybrid_coral2,minusMg_Niu_2016_shoot_FC_up,3.618316756227481e-55,1,242,4969,2.1709900537364887e-53,NA
leaf.voom5.module.signedhybrid_coral2,coldKilian_2013_shoot_FC_up,6.363962233909291e-13,1,79,2108,1.9091886701727873e-11,NA
leaf.voom5.module.signedhybrid_coral2,coldKilian_2013_root_FC_down,1.24798639353457e-10,1,91,2739,2.49597278706914e-9,NA
leaf.voom5.module.signedhybrid_coral2,plusMg_Niu_2016_shoot_FC_up,8.701323842816862e-9,1,76,2479,1.3051985764225293e-7,NA
