name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,over_represented_padjust,value
leaf.voom5.module.signedhybrid_antiquewhite4,cold_root_FC_down,1.378086108341513e-4,0.9999335355724094,41,3632,0.006477004709205111,NA
leaf.voom5.module.signedhybrid_bisque4,plusMg_shoot_FC_up,3.5625849646251807e-134,1,385,3281,1.674414933373835e-132,NA
leaf.voom5.module.signedhybrid_bisque4,minusMg_shoot_FC_up,1.2719868144201901e-129,1,523,6519,2.9891690138874467e-128,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_shoot_FC_up,4.072041981350247e-93,1,339,3401,6.37953243744872e-92,NA
leaf.voom5.module.signedhybrid_bisque4,minusK_root_FC_up,1.021376308746446e-66,1,190,1525,1.2001171627770742e-65,NA
leaf.voom5.module.signedhybrid_bisque4,cold_root_FC_up,1.546116726580235e-61,1,214,2073,1.453349722985421e-60,NA
leaf.voom5.module.signedhybrid_bisque4,heat_root_FC_down,7.860206423019381e-46,1,267,3584,6.157161698031848e-45,NA
leaf.voom5.module.signedhybrid_bisque4,plusMg_root_FC_down,3.5579642414122487e-38,1,102,825,2.388918847805367e-37,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_root_FC_up,2.2927062674787526e-30,1,204,3188,1.3469649321437672e-29,NA
leaf.voom5.module.signedhybrid_bisque4,minusFe_root_FC_up,4.55907966521489e-29,1,143,1826,2.380852714056665e-28,NA
leaf.voom5.module.signedhybrid_bisque4,cold_shoot_FC_up,1.452178127240688e-28,1,197,3013,6.825237198031234e-28,NA
leaf.voom5.module.signedhybrid_bisque4,minusMg_root_FC_up,2.0042848863810432e-14,1,69,854,8.279506169189576e-14,NA
leaf.voom5.module.signedhybrid_bisque4,heat_shoot_FC_down,2.1139164687292534e-14,1,156,2756,8.279506169189576e-14,NA
leaf.voom5.module.signedhybrid_bisque4,minusMn_root_FC_up,8.74117091324993e-9,1,41,527,3.1602694840211285e-8,NA
leaf.voom5.module.signedhybrid_bisque4,plusIAA_seedlings_FC_up,2.904956894707306e-5,0.9999925294452866,16,193,9.752355289374528e-5,NA
leaf.voom5.module.signedhybrid_bisque4,plusAl_shoot_FC_up,9.323208567112544e-5,0.9999711345637687,18,218,2.9212720176952637e-4,NA
leaf.voom5.module.signedhybrid_bisque4,minusCa_root_FC_up,1.1804488979358648e-4,0.99996576217789,16,190,3.4675686376866026e-4,NA
leaf.voom5.module.signedhybrid_bisque4,plusAl_root_FC_up,2.533689199265207e-4,0.9999330831900307,13,132,7.004905433262631e-4,NA
leaf.voom5.module.signedhybrid_bisque4,minusN_root_FC_up,0.004147855511694622,0.9970266108961385,99,2560,0.010830511613869291,NA
leaf.voom5.module.signedhybrid_bisque4,minusPi_root_FC_down,0.005556956619144824,0.9966118853403783,43,969,0.013746155847358249,NA
leaf.voom5.module.signedhybrid_brown,minusPi_shoot_FC_down,1.1910728791482775e-169,1,313,2081,5.598042531996904e-168,NA
leaf.voom5.module.signedhybrid_brown,minusMg_shoot_FC_up,7.889326175748746e-154,1,492,6519,1.8539916513009554e-152,NA
leaf.voom5.module.signedhybrid_brown,cold_shoot_FC_up,5.59029624043112e-8,1,110,3013,8.758130776675422e-7,NA
leaf.voom5.module.signedhybrid_brown,heat_shoot_FC_up,1.843786697730065e-4,0.9999010120339593,50,1266,0.0021664493698328262,NA
leaf.voom5.module.signedhybrid_brown4,heat_shoot_FC_down,5.127688701576925e-4,0.9997958799834895,23,2756,0.024100136897411546,NA
leaf.voom5.module.signedhybrid_coral1,minusMg_shoot_FC_up,1.1442694110500706e-47,1,242,6519,5.378066231935332e-46,NA
leaf.voom5.module.signedhybrid_coral1,minusPi_shoot_FC_down,4.592575958181443e-43,1,121,2081,1.0792553501726391e-41,NA
leaf.voom5.module.signedhybrid_coral1,cold_shoot_FC_up,2.6751263204532175e-35,1,142,3013,4.191031235376708e-34,NA
leaf.voom5.module.signedhybrid_coral1,heat_shoot_FC_up,4.161134744942163e-15,1,55,1266,4.8893333253070415e-14,NA
leaf.voom5.module.signedhybrid_coral2,minusMg_shoot_FC_up,1.6493694347752038e-16,1,211,6519,7.752036343443458e-15,NA
leaf.voom5.module.signedhybrid_coral2,cold_root_FC_down,3.047998744228899e-4,0.9998024960255502,95,3632,0.005843250774317229,NA
leaf.voom5.module.signedhybrid_coral2,cold_shoot_FC_up,4.1753618452876145e-4,0.9997372762199507,79,3013,0.005843250774317229,NA
leaf.voom5.module.signedhybrid_coral2,plusMg_root_FC_down,4.972979382397642e-4,0.9997647099435221,31,825,0.005843250774317229,NA
leaf.voom5.module.signedhybrid_cyan,minusMg_shoot_FC_down,3.0253924213409214e-121,1,637,5491,1.421934438030233e-119,NA
leaf.voom5.module.signedhybrid_cyan,cold_shoot_FC_down,1.9985843278683624e-34,1,291,3215,4.6966731704906514e-33,NA
leaf.voom5.module.signedhybrid_cyan,plusMg_shoot_FC_down,1.1407776266898523e-30,1,197,1863,1.7872182818141018e-29,NA
leaf.voom5.module.signedhybrid_cyan,heat_shoot_FC_down,1.5913518454568265e-18,1,238,2756,1.869838418411771e-17,NA
leaf.voom5.module.signedhybrid_cyan,cold_root_FC_down,4.382580260109243e-10,1,212,3632,4.119625444502689e-9,NA
leaf.voom5.module.signedhybrid_cyan,minusMn_root_FC_down,8.190771580856321e-7,0.9999997228685485,70,1115,6.416104405004118e-6,NA
leaf.voom5.module.signedhybrid_cyan,minusPi_shoot_FC_up,7.875320755676738e-5,0.9999433147124867,198,3401,5.28771536452581e-4,NA
leaf.voom5.module.signedhybrid_cyan,cold_shoot_FC_up,5.039084148788707e-4,0.999633665451427,158,3013,0.0029604619374133654,NA
leaf.voom5.module.signedhybrid_cyan,minusFe_root_FC_down,0.0011382216872380779,0.9991755212656956,134,2785,0.005944046588909962,NA
leaf.voom5.module.signedhybrid_cyan,heat_root_FC_down,0.005514375757220516,0.9956209606207002,196,3584,0.025917566058936425,NA
leaf.voom5.module.signedhybrid_cyan,minusMg_root_FC_down,0.006656852995685065,0.9963531666250146,29,455,0.02844291734519982,NA
leaf.voom5.module.signedhybrid_cyan,plusAl_root_FC_down,0.012386066347086336,0.9974763210445765,5,43,0.04851209319275482,NA
leaf.voom5.module.signedhybrid_darkgrey,minusMg_shoot_FC_up,5.053550116611396e-143,1,1059,6519,2.375168554807356e-141,NA
